"code_ogr","libelle","code_type_referentiel","code_ref_rubrique","code_tete_rgpmt","libelle_activite_impression","libelle_en_tete_regroupement"
"100964","Détecter les défauts, nuances, alliage des matériaux et déterminer les contraintes de la pièce","2","6","","",""
"100971","Utilisation d''une binoculaire","1","7","","",""
"100972","Caractéristiques des alliages de métaux précieux","1","7","","",""
"100973","Calcul de titrage et d''alliage","1","7","","",""
"100974","Gemmologie","1","10","","",""
"100974","Gemmologie","1","7","","",""
"100983","Caractéristiques de matières d''origine végétale (ambre, jais)","1","10","","",""
"100984","Types de maille en bijouterie","1","10","","",""
"101000","Perçage de perles","1","10","","",""
"101005","Utilisation de machines à dorer/à brunir","1","10","","",""
"101006","Utilisation de polisseuse mécanique","1","10","","",""
"101012","Glyptique","1","10","","",""
"101017","Tailler des diamants","2","9","","",""
"101018","Tailler des pierres fines et ornementales","2","9","","",""
"101019","Tailler des rubis, saphirs, émeraudes","2","9","","",""
"101020","Techniques de taille de diamant","1","10","","",""
"101021","Techniques de taille de pierre précieuse","1","10","","",""
"101024","Remplacer les pièces défectueuses par échange standard (mouvement quartz, aiguilles, cadrans, ...) et assembler les éléments","2","6","","",""
"101028","Techniques d''ajustage","1","10","","",""
"101028","Techniques d''ajustage","1","7","","",""
"101029","Utilisation d''appareils de contrôle (vibrographe, contrôleur électronique, ...)","1","7","","",""
"101031","Micromécanique","1","7","","",""
"101032","Méthodes de classement et de montage de pièces micromécaniques","1","7","","",""
"101035","Mouvements horlogers mécaniques","1","7","","",""
"101036","Mouvements horlogers électroniques","1","7","","",""
"101037","Intervenir sur des chronomètres","2","9","","",""
"101038","Intervenir sur des horloges","2","9","","",""
"101039","Intervenir sur des systèmes d''horlogerie technique (dispositifs de commandes horaires, systèmes de sécurité électromécaniques, ...)","2","9","","",""
"101040","Intervenir sur des montres, chronomètres, réveils","2","9","","",""
"101041","Intervenir sur des pendules","2","9","","",""
"101042","Intervenir sur des réveils","2","9","","",""
"101045","Réaliser des opérations de micromécanique sur des pièces d''horlogerie par usinage","2","9","","",""
"101046","Réaliser des opérations de micromécanique sur des pièces d''horlogerie par ébarbage, polissage, ponçage","2","9","","",""
"101047","Réaliser des opérations de micromécanique sur des pièces d''horlogerie par chassage","2","9","","",""
"101049","Caractéristiques des alliages de métaux","1","10","","",""
"101055","Histoire de l''horlogerie","1","10","","",""
"101061","Habiller le mannequin (positionnement et tension de la peau, couture, ...)","2","6","","",""
"101064","Zoologie","1","7","","",""
"101065","Chimie","1","10","","",""
"101065","Chimie","1","7","","",""
"101066","Techniques de tannage","1","10","","",""
"101066","Techniques de tannage","1","7","","",""
"101067","Techniques de picklage","1","7","","",""
"101072","Postures animales","1","7","","",""
"101073","Procédures de décontamination","1","10","","",""
"101073","Procédures de décontamination","1","7","","",""
"101085","Techniques de taxidermie souple","1","10","","",""
"101086","Anatomie humaine","1","10","","",""
"101086","Anatomie humaine","1","7","","",""
"101090","Définir avec le client les caractéristiques de l''article à réaliser selon ses souhaits, ses besoins et l''informer sur les conditions de réalisation","2","6","","",""
"101095","Prise de mesures","1","10","","",""
"101095","Prise de mesures","1","7","","",""
"101097","Techniques de gradation","1","7","","",""
"101098","Techniques de coupe de textile, cuir","1","10","","",""
"101098","Techniques de coupe de textile, cuir","1","7","","",""
"101100","Procédures d''essayage","1","10","","",""
"101100","Procédures d''essayage","1","7","","",""
"101101","Techniques d''élaboration de maquette","1","10","","",""
"101101","Techniques d''élaboration de maquette","1","7","","",""
"101102","Concevoir des modèles pour une cérémonie","2","9","","",""
"101103","Concevoir des modèles pour une collection hiver/été enfant","2","9","","",""
"101104","Concevoir des modèles pour une collection hiver/été femme","2","9","","",""
"101105","Concevoir des modèles pour une collection hiver/été homme","2","9","","",""
"101106","Concevoir des modèles pour un spectacle","2","9","","",""
"101107","Techniques de patronage","1","10","","",""
"101107","Techniques de patronage","1","7","","",""
"101108","Histoire de la mode et des costumes","1","10","","",""
"101114","Réaliser un chapeau de spectacle","2","9","","",""
"101115","Utilisation de marotte","1","10","","",""
"101117","Utilisation de conformateur","1","10","","",""
"101119","Caractéristiques des tissus et matières textiles","1","10","","",""
"101119","Caractéristiques des tissus et matières textiles","1","7","","",""
"101120","Techniques de teinture végétale","1","10","","",""
"101121","Techniques de plumasserie","1","10","","",""
"101122","Techniques de broderie","1","10","","",""
"101123","Techniques de plissage","1","10","","",""
"101125","Sélectionner les matériaux, produits et accessoires de l''article","2","6","","",""
"101126","Réaliser les opérations de coupe de matériaux (positionnement de gabarit, ...) manuellement ou à l''aide d''une machine","2","6","","",""
"101127","Assembler (collage, couture) les pièces de l''article (tige, soufflet) manuellement ou à l''aide d''une machine","2","6","","",""
"101128","Réaliser les opérations de finition sur les pièces et articles montés (coupe de fil, teinte de tranche, nourriture du cuir, ...)","2","6","","",""
"101129","Vérifier la conformité des pièces/articles façonnés (aspect de teinte, régularité des coutures, ...) et procéder aux actions correctives","2","6","","",""
"101130","Lecture de dessins, croquis","1","7","","",""
"101133","Caractéristiques des matériaux souples","1","10","","",""
"101133","Caractéristiques des matériaux souples","1","7","","",""
"101134","Techniques de prise de mesures (habillement)","1","7","","",""
"101135","Techniques d''assemblage « rembordé »","1","7","","",""
"101136","Techniques d''assemblage « sellier »","1","7","","",""
"101139","Façonner de la petite maroquinerie (portefeuilles, ceintures, ...) à l''aide de matériaux souples (cuirs, PVC, velours, ...)","2","9","","",""
"101143","Façonner des bâches, tentes, stores à l''aide de matériaux souples (cuirs, PVC, velours, ...)","2","9","","",""
"101146","Façonner des gants à l''aide de matériaux souples (cuirs, PVC, velours, ...)","2","9","","",""
"101147","Utilisation de machines à bois","1","10","","",""
"101148","Utilisation de machine à triple entraînement","1","10","","",""
"101148","Utilisation de machine à triple entraînement","1","7","","",""
"101149","Utilisation de machine à coudre le cuir","1","10","","",""
"101149","Utilisation de machine à coudre le cuir","1","7","","",""
"101150","Types de morphologie","1","10","","",""
"101150","Types de morphologie","1","7","","",""
"101152","Réaliser des opérations de parage","2","9","","",""
"101154","Réaliser des opérations de rembordage, rempliage","2","9","","",""
"101159","Techniques de garnissage","1","10","","",""
"101159","Techniques de garnissage","1","7","","",""
"101160","Techniques de gainage","1","10","","",""
"101161","Techniques de dorure","1","10","","",""
"101162","Techniques de broderie main","1","10","","",""
"101162","Techniques de broderie main","1","7","","",""
"101163","Prendre les mensurations du client et les consigner (fiche client)","2","6","","",""
"101166","Ajuster les pièces du vêtement (manches, col) par essayage","2","6","","",""
"101170","Calcul de métrage","1","10","","",""
"101170","Calcul de métrage","1","7","","",""
"101171","Utilisation de machine à coudre","1","10","","",""
"101171","Utilisation de machine à coudre","1","7","","",""
"101173","Caractéristiques des fils","1","7","","",""
"101174","Géométrie","1","10","","",""
"101174","Géométrie","1","7","","",""
"101175","Techniques de repassage","1","10","","",""
"101175","Techniques de repassage","1","7","","",""
"101177","Techniques d''assemblage/montage en habillement/confection","1","10","","",""
"101177","Techniques d''assemblage/montage en habillement/confection","1","7","","",""
"101178","Réaliser des robes de soirée, de cérémonie, à l''unité ou en petite série","2","9","","",""
"101180","Réaliser des pantalons, gilets à l''unité ou en petite série","2","9","","",""
"101181","Réaliser des articles de lingerie/balnéaire/corseterie à l''unité ou en petite série","2","9","","",""
"101182","Réaliser des vêtements haute couture à l''unité ou en petite série","2","9","","",""
"101183","Réaliser des vêtements professionnels à l''unité ou en petite série","2","9","","",""
"101186","Couture flou","1","10","","",""
"101187","Caractéristiques morphologiques masculines","1","10","","",""
"101188","Caractéristiques morphologiques féminines","1","10","","",""
"101192","Réaliser des vêtements en cuirs et peaux","2","9","","",""
"101193","Réaliser des vêtements en fourrures","2","9","","",""
"101195","Caractéristiques des fourrures","1","10","","",""
"101196","Techniques d''assemblage des fourrures","1","10","","",""
"101197","Techniques d''application des apprêts, des teintes","1","10","","",""
"101198","Techniques d''application de garniture","1","10","","",""
"101199","Sélectionner les matériaux (tissus, fils, ornements, ...), coloris et outils appropriés à l''ouvrage","2","6","","",""
"101202","Terminer l''ouvrage du métier, réaliser les opérations de finition (tonte, apprêt, repassage) et d''emballage","2","6","","",""
"101203","Utilisation de machine à broder","1","10","","",""
"101203","Utilisation de machine à broder","1","7","","",""
"101204","Lecture de codes et symboles","1","7","","",""
"101205","Techniques de tissage main","1","7","","",""
"101207","Couture","1","10","","",""
"101207","Couture","1","7","","",""
"101214","Techniques de la passementerie","1","10","","",""
"101216","Restaurer des tapisseries","2","9","","",""
"101217","Restaurer des tapis","2","9","","",""
"101218","Restaurer des broderies, dentelles","2","9","","",""
"101219","Restaurer des costumes (de cérémonie, de théâtre, ...)","2","9","","",""
"101220","Restaurer des vêtements haute-couture et prêt-à-porter de luxe","2","9","","",""
"101221","Restaurer des accessoires (éventail, étoles, ...)","2","9","","",""
"101227","Sélectionner les matières et fournitures (fil, tissu, fermoirs, ...) de la gamme de produits","2","6","","",""
"101232","Propriétés des couleurs","1","7","","",""
"101246","Caractéristiques des textiles extensibles","1","10","","",""
"101247","Caractéristiques des textiles maille","1","10","","",""
"101248","Caractéristiques des textiles chaîne et trame","1","10","","",""
"101256","Concevoir une gamme, une collection de matières premières, des motifs en fils, tissus","2","9","","",""
"101257","Concevoir une gamme, une collection de matières premières, des motifs en impression, sérigraphie","2","9","","",""
"101258","Concevoir une gamme, une collection de matières premières, des motifs en broderie","2","9","","",""
"101259","Concevoir une gamme, une collection de matières premières, des motifs en dentelle","2","9","","",""
"101261","Positionnement de motifs d''impression, de dentelle, ...","1","10","","",""
"101262","Traçage à main levée","1","10","","",""
"101262","Traçage à main levée","1","7","","",""
"101271","Techniques de bijouterie","1","10","","",""
"101273","Déterminer les conditions de réfection ou de réalisation de l''article (siège, tenture, ...) ou d''un ensemble d''ameublement selon l''état, le style de mobilier, le délai, le coût des matériaux","2","6","","",""
