"code_ogr","riasec_majeur","riasec_mineur"
"122471","I","R"
"122473","C",""
"122475","S","R"
"122477","C","R"
"122478","C",""
"122479","S","E"
"122482","C","E"
"122484","C",""
"122486","E","S"
"122487","R",""
"122490","R",""
"122492","S","C"
"122493","C",""
"122495","C","I"
"122496","C","I"
"122497","E","C"
"122498","E","C"
"122501","C","I"
"122502","C","I"
"122503","C",""
"122504","C",""
"122505","E","A"
"122506","C",""
"122507","C",""
"122508","C",""
"122509","A","S"
"122510","S","C"
"122511","A","E"
"122513","E","A"
"122514","I",""
"122515","I",""
"122516","I","C"
"122518","E",""
"122519","E",""
"122520","E","I"
"122521","E","I"
"122522","E","C"
"122523","E","C"
"122524","E","C"
"122525","C","E"
"122526","E","C"
"122527","E","C"
"122528","E",""
"122529","C","I"
"122530","I","C"
"122531","I","C"
"122532","E","C"
"122533","E","C"
"122534","E",""
"122549","E","C"
"122550","E","C"
"122557","R",""
"122558","R",""
"122559","R",""
"122560","R",""
"122561","R",""
"122562","R",""
"122563","R",""
"122564","R",""
"122565","R",""
"122566","R",""
"122567","R",""
"122568","R",""
"122569","R","C"
"122570","R","C"
"122571","R",""
"122572","R",""
"122573","C","R"
"122574","R",""
"122575","R",""
"122576","I","S"
"122577","R",""
"122579","R",""
"122580","R",""
"122581","R",""
"122582","R",""
"122583","R","S"
"122584","R","S"
"122585","R",""
"122586","C","R"
"122587","R",""
"122588","R",""
"122589","R",""
"122590","E","C"
"122591","E","C"
"122594","E","C"
"122595","E","C"
"122596","I","E"
"122597","I",""
"122598","C","R"
"122599","R","I"
"122600","R","I"
"122601","R",""
"122602","R",""
"122603","R","I"
"122604","R","I"
"122606","I","C"
"122607","C",""
"122608","C","R"
"122609","I",""
"122610","R",""
"122611","E","C"
"122612","I","E"
"122613","R",""
"122614","S","C"
"122615","R",""
"122616","R",""
"122617","C","E"
"122618","E","C"
"122621","R",""
"122622","E","C"
"122623","R",""
"122624","R",""
"122626","E","S"
"122627","E","C"
"122628","E",""
"122630","E",""
"122631","I",""
"122632","E","C"
"122633","E","C"
"122634","R",""
"122636","R",""
"122637","R",""
"122638","R",""
"122639","R",""
"122640","R",""
"122641","C",""
"122642","C","E"
"122643","R",""
"122645","E","S"
"122647","E","A"
"122648","E","A"
"122649","E","R"
"122650","E",""
"122651","E","C"
"122652","C",""
"122655","A","E"
"122656","A","E"
"122657","R",""
"122660","E",""
"122661","E","C"
"122662","E","R"
"122663","E","R"
"122664","E","R"
"122665","R","E"
"122666","E","R"
"122667","E","R"
"122668","R","E"
"122669","R","E"
"122670","R","E"
"122671","R","E"
"122672","R","E"
"122673","R","E"
"122674","I","C"
"122675","I","C"
"122676","I","C"
"122677","E","R"
"122688","R",""
"122698","C",""
"122700","C",""
"122702","C",""
"122703","R",""
"122704","R",""
"122705","C",""
"122706","R",""
"122707","R",""
"122708","I","S"
"122709","E","C"
"122710","C","S"
"122711","C","S"
"122712","R",""
"122713","R",""
"122715","R",""
"122716","R",""
"122719","R",""
"122720","R",""
"122721","R",""
"122722","R",""
"122724","R",""
"122725","R",""
"122727","R",""
"122728","R",""
"122729","A",""
"122730","R",""
"122731","I","C"
"122732","C","S"
"122733","C","I"
"122736","R",""
"122738","R",""
"122740","C","I"
"122742","E","I"
"122743","A",""
"122744","C","E"
"122749","E",""
"122750","R",""
"122751","R",""
"122752","C",""
"122755","C",""
"122759","R",""
"122760","C","R"
"122761","S",""
"122763","R","I"
"122764","E","C"
"122765","I","C"
"122767","R",""
"122768","C","R"
"122770","R",""
"122772","R",""
"122775","R",""
"122776","R",""
"122777","R",""
"122778","R",""
"122780","R",""
"122781","R",""
"122783","R",""
"122784","R",""
"122785","R",""
"122786","R",""
"122787","R",""
"122788","R",""
"122790","C",""
"122792","R",""
"122794","R",""
"122795","R",""
"122797","R",""
"122799","R",""
"122800","R",""
"122801","C",""
"122802","R",""
"122804","C",""
"122805","C","I"
"122806","C",""
"122807","R",""
"122808","C",""
"122811","C","R"
"122812","C","I"
"122813","C","R"
"122814","R",""
"122815","C","I"
"122816","C",""
"122817","R",""
"122818","C",""
"122819","C",""
"122820","I","C"
"122821","I",""
"122822","R",""
"122823","I","R"
"122824","I","R"
"122825","R",""
"122829","R","C"
"122830","R",""
"122831","C",""
"122832","R",""
"122833","R",""
"122834","C",""
"122835","C",""
"122836","R",""
"122837","R",""
"122838","R",""
"122843","R",""
"122844","C","R"
"122846","C","E"
"122847","C","I"
"122848","C","I"
"122850","C","R"
"122851","C","R"
"122852","C",""
"122853","R",""
"122857","R","C"
"122858","R",""
"122859","R",""
"122860","R",""
"122861","R",""
"122862","R",""
"122863","R",""
"122864","R",""
"122865","C","R"
"122866","R",""
"122869","R",""
"122871","R",""
"122873","R",""
"122875","R",""
"122876","R",""
"122877","R",""
"122885","E","C"
"122886","E","C"
"122889","C",""
"122890","R","E"
"122891","E","C"
"122892","R","C"
"122893","R","C"
"122894","R","C"
"122896","C",""
"122898","I","S"
"122899","C","I"
"122900","C","I"
"122901","C","I"
"122902","R",""
"122903","E",""
"122905","E","C"
"122906","C","R"
"122907","C","R"
"122909","R",""
"122910","R","C"
"122912","C","R"
"122913","C","R"
"122915","C","S"
"122916","C","S"
"122917","C",""
"122918","C",""
"122920","I","C"
"122925","E","C"
"122926","I","E"
"122927","I","E"
"122930","I","E"
"122934","R",""
"122936","R",""
"122942","R",""
"122943","R",""
"122945","R",""
"122946","R",""
"122948","R",""
"122949","R",""
"122950","R",""
"122951","R",""
"122952","R",""
"122953","R",""
"122954","R",""
"122956","R",""
"122960","R",""
"122961","R",""
"122962","R",""
"122963","R",""
"122969","R",""
"122970","R",""
"122971","R",""
"122972","R",""
"122973","R",""
"122974","R",""
"122985","R",""
"122988","R",""
"122989","R",""
"122990","R",""
"122991","R",""
"122993","R",""
"122994","R",""
"122995","R",""
"122998","R",""
"122999","R",""
"123000","R",""
"123001","R",""
"123002","C",""
"123004","R",""
"123012","E","C"
"123013","R",""
"123014","E","R"
"123015","C",""
"123016","R",""
"123018","C",""
"123020","C","I"
"123022","I","E"
"123025","C","E"
"123026","R",""
"123028","R",""
"123029","I","C"
"123030","R",""
"123031","C","I"
"123032","C","I"
"123033","R",""
"123036","S",""
"123037","S","R"
"123038","C",""
"123040","C",""
"123041","C",""
"123042","C",""
"123043","C",""
"123044","C",""
"123046","R",""
"123047","S",""
"123048","R","S"
"123049","R","S"
"123050","R","S"
"123051","R",""
"123053","R",""
"123054","R",""
"123056","R",""
"123057","R",""
"123060","R",""
"123075","R",""
"123076","R",""
"123079","R",""
"123080","R",""
"123081","C",""
"123083","C","R"
"123084","C","R"
"123086","R",""
"123087","R","I"
"123088","I","C"
"123089","I","C"
"123090","I","R"
"123091","I","R"
"123093","R","I"
"123094","R","I"
"123095","R","I"
"123097","C",""
"123098","C","R"
"123099","C","R"
"123102","C","R"
"123103","C","R"
"123104","C",""
"123105","C",""
"123106","C",""
"123107","C",""
"123108","C",""
"123109","C",""
"123110","E","R"
"123111","R",""
"123112","R",""
"123113","R",""
"123117","C",""
"123122","C",""
"123125","S",""
"123126","S","I"
"123128","S","E"
"123134","C",""
"123136","C",""
"123156","I","C"
"123157","I",""
"123158","I",""
"123159","I",""
"123160","A","S"
"123163","I","R"
"123164","I","R"
"123167","C","R"
"123168","C","R"
"123170","R","I"
"123171","I","C"
"123172","R","I"
"123173","S",""
"123174","R","A"
"123175","R","A"
"123176","C","R"
"123180","R","I"
"123181","R","I"
"123182","S","E"
"123187","C",""
"123188","C",""
"123191","S","R"
"123193","R",""
"123194","S","R"
"123200","S",""
"123201","C","E"
"123204","C","E"
"123205","E",""
"123206","C",""
"123211","C",""
"123216","C",""
"123219","C",""
"123220","C",""
"123221","C",""
"123222","C","I"
"123223","C","I"
"123224","C",""
"123225","R",""
"123226","C","I"
"123227","C",""
"123228","C",""
"123239","R",""
"123240","R",""
"123241","R",""
"123242","R",""
"123243","R",""
"123244","R",""
"123245","R","C"
"123246","R","C"
"123247","R",""
"123248","R",""
"123249","R",""
"123250","R",""
"123251","R",""
"123252","R",""
"123253","C","R"
"123254","C","R"
"123255","R",""
"123256","R",""
"123257","R",""
"123258","R",""
"123259","R",""
"123260","R",""
"123261","R",""
"123262","R",""
"123263","R",""
"123265","R",""
"123266","R",""
"123267","R",""
"123269","C","R"
"123270","R",""
"123271","R",""
"123272","R",""
"123273","R",""
"123274","R",""
"123275","R",""
"123276","R",""
"123277","R",""
"123280","R",""
"123289","E","C"
"123294","R",""
"123295","C",""
"123296","C",""
"123299","R",""
"123301","R",""
"123302","R",""
"123303","R",""
"123304","R",""
"123306","R",""
"123307","C",""
"123311","R","I"
"123313","I","C"
"123315","R","I"
"123316","R",""
"123317","R","S"
"123318","R",""
"123319","R","S"
"123324","C",""
"123325","C","R"
"123326","R",""
"123327","R",""
"123328","R","E"
"123329","R","E"
"123330","R",""
"123333","R",""
"123334","R","C"
"123337","R",""
"123338","R",""
"123339","I","C"
"123340","E","I"
"123342","C",""
"123349","I","E"
"123352","C","E"
"123353","C",""
"123354","I","R"
"123355","R","I"
"123356","R","I"
"123357","R",""
"123366","C",""
"123367","S","I"
"123368","C",""
"123369","S","C"
"123370","S","C"
"123372","I","C"
"123375","C",""
"123376","C","I"
"123377","C","I"
"123378","C","E"
"123379","C","E"
"123380","C",""
"123382","C",""
"123383","C",""
"123384","R","I"
"123388","I","C"
"123389","I","C"
"123390","C","S"
"123392","R",""
"123393","C","E"
"123394","R",""
"123395","R",""
"123397","C",""
"123398","C",""
"123400","S","E"
"123401","S","E"
"123402","R",""
"123403","C","R"
"123404","C","R"
"123405","C","I"
"123406","C","E"
"123407","C","E"
"123410","I","R"
"123411","I","R"
"123412","R",""
"123413","R",""
"123417","R","I"
"123418","C",""
"123419","A","R"
"123420","R",""
"123441","S","A"
"123442","E",""
"123444","S","R"
"123447","S",""
"123464","S","E"
"123466","S",""
"123467","I","C"
"123468","I","C"
"123470","C","I"
"123475","R","C"
"123476","C",""
"123477","C",""
"123478","C",""
"123487","C",""
"123492","C",""
"123493","C",""
"123494","C",""
"123503","R",""
"123504","R",""
"123509","C",""
"123519","I","E"
"123520","A","R"
"123521","A","R"
"123522","R",""
"123523","R",""
"123524","R",""
"123525","C",""
"123526","C","R"
"123528","I","R"
"123529","I","R"
"123532","C","R"
"123533","R","C"
"123534","C","S"
"123535","C",""
"123536","R",""
"123537","R",""
"123538","R","A"
"123539","C","I"
"123540","I","E"
"123541","C",""
"123542","C",""
"123543","C",""
"123545","C","R"
"123546","C",""
"123547","C",""
"123548","C",""
"123549","C",""
"123550","C","R"
"123551","C","R"
"123552","E","C"
"123553","C",""
"123554","C",""
"123555","C",""
"123557","R",""
"123559","C","R"
"123560","C","R"
"123561","C","S"
"123562","S","A"
"123563","C",""
"123564","C","R"
"123565","E","C"
"123566","C","R"
"123567","C",""
"123568","R",""
"123569","C",""
"123570","R","A"
"123571","C",""
"123572","C",""
"123573","C",""
"123574","C",""
"123575","C","R"
"123576","C",""
"123577","C",""
"123578","C",""
"123579","C",""
"123581","C",""
"123582","S","C"
"123583","C",""
"123584","R","E"
"123585","S",""
"123587","S",""
"123588","S",""
"123589","S","I"
"123590","R","S"
"123593","C","R"
"123594","A","C"
"123595","A","C"
"123596","C","R"
"123597","R",""
"123598","R",""
"123599","C","E"
"123600","C","R"
"123601","C","R"
"123602","R",""
"123603","C",""
"123605","R",""
"123606","R","C"
"123607","S",""
"123608","E","S"
"123609","I","S"
"123610","C",""
"123611","C",""
"123612","S",""
"123615","R",""
"123616","E","R"
"123617","I","R"
"123618","I","R"
"123619","R",""
"123620","C","R"
"123621","R",""
"123622","C","R"
"123623","C",""
"123624","C",""
"123625","R",""
"123627","R",""
"123629","R",""
"123631","R","C"
"123632","C","E"
"123633","E",""
"123635","C","E"
"123636","R",""
"123638","C",""
"123639","C",""
"123640","R","E"
"123642","C",""
"123643","C",""
"123644","C","I"
"123645","C","I"
"123646","E",""
"123648","C",""
"123649","C",""
"123650","C",""
"123651","C",""
"123652","C",""
"123653","C",""
"123654","C",""
"123655","C",""
"123656","C",""
"123658","C",""
"123659","C","R"
"123660","R",""
"123661","R",""
"123662","R",""
"123663","R",""
"123665","R",""
"123666","A","R"
"123667","R",""
"123672","R",""
"123673","I","R"
"123674","A",""
"123675","R",""
"123677","R",""
"123678","R",""
"123679","I","R"
"123680","S",""
"123683","R",""
"123684","R",""
"123685","R",""
"123686","R","A"
"123687","R","E"
"123688","R","E"
"123692","C","R"
"123693","R",""
"123694","R",""
"123695","R",""
"123710","C",""
"123724","C",""
"123725","C",""
"123726","E","C"
"123740","C","I"
"123741","C",""
"123759","R",""
"123761","R",""
"123764","R",""
"123765","R",""
"123766","R",""
"123767","R",""
"123768","R",""
"123769","R",""
"123770","R",""
"123771","R",""
"123772","C",""
"123773","R","C"
"123774","R","C"
"123775","R",""
"123776","C",""
"123777","C",""
"123780","R",""
"123781","R",""
"123782","C","R"
"123785","R","I"
"123788","E",""
"123792","C","R"
"123793","C",""
"123795","C",""
"123805","C",""
"123807","C",""
"123808","C",""
"123812","C","S"
"123813","C","S"
"123814","R","A"
"123815","C","R"
"123818","C",""
"123820","C","R"
"123821","C","R"
"123823","C",""
"123826","E","R"
"123829","S","E"
"123830","C","R"
"123831","C","R"
"123834","S",""
"123835","C","E"
"123836","C","I"
"123837","S",""
"123838","S",""
"123840","C",""
"123842","C","S"
"123843","C","S"
"123847","C",""
"123848","E","S"
"123849","C",""
"123850","C",""
"123851","C",""
"123853","C","R"
"123854","C",""
"123855","S",""
"123856","C","R"
"123857","C","R"
"123858","C","I"
"123860","C",""
"123861","E","I"
"123863","R","C"
"123864","E",""
"123865","E","R"
"123866","C",""
"123867","C","R"
"123869","S","C"
"123870","C","R"
"123872","S","C"
"123873","E","C"
"123874","C",""
"123877","C",""
"123878","C",""
"123879","C",""
"123881","C",""
"123882","C",""
"123883","I","E"
"123884","I","E"
"123886","C",""
"123887","S",""
"123888","S",""
"123889","E","R"
"123890","C",""
"123891","E","C"
"123892","C","E"
"123893","I","S"
"123894","E","R"
"123895","S",""
"123896","I","C"
"123897","R","I"
"123898","E",""
"123899","C",""
"123900","C",""
"123902","S",""
"123903","C","R"
"123904","C","S"
"123905","S","C"
"123906","C","S"
"123907","S",""
"123909","I","C"
"123910","S",""
"123911","C","S"
"123912","C",""
"123913","I","S"
"123914","I","S"
"123916","S",""
"123917","C","E"
"123919","I","S"
"123920","S",""
"123921","C","R"
"123922","C","R"
"123923","C","I"
"123924","C","S"
"123925","C","S"
"123926","C",""
"123927","R","I"
"123928","S",""
"123929","S",""
"123932","I","S"
"123933","I","R"
"123934","I","S"
"123939","C",""
"123942","C","E"
"123944","C","S"
"123945","I","S"
"123946","S","C"
"123949","S","C"
"123950","S",""
"123951","C",""
"123953","C","R"
"123954","S",""
"123955","S",""
"123956","S",""
"123957","C",""
"123959","C",""
"123960","S",""
"123962","S",""
"123965","C",""
"123966","S","E"
"123967","A",""
"123968","I","R"
"123969","C","E"
"123971","S","A"
"123972","C","S"
"123973","S",""
"123984","R","C"
"123985","R","C"
"123989","I","S"
"123990","I","S"
"123993","S",""
"123994","S",""
"123995","C",""
"123996","C","I"
"124003","R",""
"124007","C",""
"124009","E","C"
"124010","A","E"
"124012","R",""
"124013","A",""
"124014","R",""
"124015","R",""
"124018","C",""
"124019","C",""
"124020","C",""
"124021","R",""
"124022","C",""
"124023","C","R"
"124024","E","C"
"124025","R","I"
"124026","R","I"
"124029","C","I"
"124030","C","E"
"124031","E","S"
"124032","C",""
"124033","R",""
"124034","C",""
"124035","C",""
"124036","C",""
"124038","C","R"
"124040","E","S"
"124043","R","C"
"124044","C",""
"124045","E",""
"124046","C","I"
"124047","C","S"
"124048","R","C"
"124050","E","C"
"124051","C","R"
"124052","I","C"
"124053","A",""
"124054","R","C"
"124055","R","C"
"124056","S",""
"124057","A",""
"124058","C",""
"124059","C",""
"124060","C",""
"124061","C","E"
"124062","C",""
"124063","C",""
"124064","C",""
"124066","I","R"
"124069","C",""
"124072","C",""
"124073","E","A"
"124074","A",""
"124075","C",""
"124076","E","A"
"124077","E","C"
"124078","R","C"
"124079","R",""
"124080","E","S"
"124081","C","R"
"124082","C",""
"124083","C","E"
"124084","R",""
"124086","A","S"
"124087","C",""
"124088","C",""
"124090","R","E"
"124091","C","R"
"124093","C","R"
"124094","I","R"
"124095","A","E"
"124096","E",""
"124097","E","S"
"124098","C",""
"124099","C","I"
"124101","C","R"
"124105","R","E"
"124106","C",""
"124107","I","R"
"124108","I","R"
"124109","E","R"
"124110","C",""
"124111","C",""
"124112","C",""
"124113","C",""
"124114","C",""
"124115","C",""
"124116","C",""
"124118","R",""
"124119","R",""
"124120","C","E"
"124121","I",""
"124122","I","E"
"124123","I","E"
"124125","I","C"
"124126","I","C"
"124128","I","C"
"124129","I","C"
"124130","I","C"
"124131","S","C"
"124132","C",""
"124133","I","S"
"124134","C",""
"124135","I",""
"124136","I",""
"124137","C",""
"124138","C",""
"124139","E","C"
"124140","E","C"
"124141","C",""
"124143","C",""
"124144","E","C"
"124145","E","C"
"124146","E","C"
"124147","E","C"
"124149","C","I"
"124150","I","S"
"124151","I","S"
"124153","I","C"
"124154","R",""
"124155","C",""
"124156","C",""
"124157","C",""
"124158","S","I"
"124159","S","I"
"124160","I","C"
"124161","A","E"
"124162","R","A"
"124164","C","R"
"124165","C","R"
"124166","C","R"
"124167","C","R"
"124168","C","R"
"124169","R",""
"124170","C","R"
"124171","C",""
"124172","C",""
"124173","R",""
"124176","E","R"
"124180","C",""
"124181","I","R"
"124184","R",""
"124194","C",""
"124195","I",""
"124196","E",""
"124207","R","A"
"124208","R",""
"124209","R","A"
"124210","R","A"
"124211","C",""
"124212","I","C"
"124213","A","C"
"124214","E","C"
"124215","R","A"
"124217","C",""
"124219","A",""
"124220","A",""
"124221","C",""
"124222","R","A"
"124225","A","C"
"124226","A","C"
"124227","C",""
"124228","C",""
"124230","E","C"
"124231","C","E"
"124232","C",""
"124234","A","E"
"124235","C",""
"124236","I","S"
"124237","C","I"
"124238","C",""
"124240","C",""
"124241","C",""
"124242","C","I"
"124243","A","I"
"124255","C","A"
"124256","I",""
"124258","C","I"
"124274","I","R"
"124290","R","S"
"124291","C","I"
"124292","C","S"
"124294","S",""
"124296","C",""
"124297","C","I"
"124298","R",""
"124300","C",""
"124303","C",""
"124304","C",""
"124305","C",""
"124306","C",""
"124307","C",""
"124308","I","R"
"124311","C","I"
"124312","C","I"
"124313","C",""
"124314","C",""
"124315","R","C"
"124316","C",""
"124317","R",""
"124318","C",""
"124319","I","E"
"124320","C","I"
"124321","C","R"
"124322","C",""
"124324","I","C"
"124325","C",""
"124326","C",""
"124327","C",""
"124328","R",""
"124329","R",""
"124331","R",""
"124332","R",""
"124333","R",""
"124334","R",""
"124335","R",""
"124337","R",""
"124338","S","I"
"124339","C","S"
"124340","R",""
"124342","R",""
"124347","R",""
"124348","R",""
"124350","R","S"
"124361","C",""
"124362","C",""
"124363","C",""
"124364","R","C"
"124365","R",""
"124366","R",""
"124367","R",""
"124371","R",""
"124372","R",""
"124373","C",""
"124375","C",""
"124376","C",""
"124377","C",""
"124379","R",""
"124380","R",""
"124381","C","E"
"124382","C","E"
"124383","C",""
"124384","C","S"
"124385","C",""
"124386","C",""
"124387","C",""
"124388","C",""
"124389","C",""
"124390","C",""
"124391","I","C"
"124392","R","C"
"124393","C",""
"124394","R",""
"124395","R",""
"124396","R","I"
"124398","C","R"
"124401","E","S"
"124402","R","I"
"124403","C","I"
"124405","R",""
"124406","R",""
"124407","R",""
"124413","A","S"
"124415","A","R"
"124417","R",""
"124418","I","E"
"124420","R",""
"124421","C",""
"124422","C",""
"124423","C",""
"124424","C",""
"124425","C","I"
"124426","C",""
"124427","R","C"
"124429","C","I"
"124430","C","I"
"124431","A",""
"124432","C",""
"124433","C",""
"124434","C",""
"124435","S",""
"124437","C",""
"124438","R",""
"124439","C",""
"124440","R","C"
"124441","R","C"
"124442","C",""
"124443","E","A"
"124444","E","R"
"124477","R",""
"124482","A",""
"124502","C","A"
"124504","A",""
"124505","A","R"
"124506","A","R"
"124507","A",""
"124509","I",""
"124510","I","A"
"124512","C","E"
"124514","I","E"
"124515","E",""
"124517","I","R"
"124520","C","S"
"124521","C","S"
"124522","I","R"
"124523","I",""
"124524","E",""
"124525","E",""
"124527","I",""
"124529","I","R"
"124531","C","S"
"124532","C",""
"124536","C",""
"124537","C",""
"124538","R",""
"124539","R",""
"124542","R",""
"124543","R",""
"124544","R",""
"124545","R",""
"124546","R",""
"124547","R",""
"124548","R",""
"124549","R",""
"124550","R",""
"124557","R",""
"124559","C",""
"124560","R",""
"124561","R",""
"124562","R",""
"124567","C","R"
"124568","C",""
"124569","R",""
"124570","E","C"
"124571","E","C"
"124572","R",""
"124573","R",""
"124577","C",""
"124578","C",""
"124581","I","R"
"124582","I","R"
"124583","I","R"
"124587","I",""
"124589","S","R"
"124590","S","R"
"124591","R",""
"124594","R","C"
"124595","C",""
"124596","C","I"
"124597","E","R"
"124598","A","I"
"124599","C",""
"124600","R","I"
"124602","C","E"
"124604","R",""
"124606","R",""
"124607","C",""
"124609","R","C"
"124610","R",""
"124611","C",""
"124612","C",""
"124613","C",""
"124614","I","C"
"124615","C","E"
"124616","C",""
"124617","C",""
"124619","C",""
"124620","C",""
"124622","R",""
"124623","A","I"
"124625","C",""
"124626","C",""
"124627","S",""
"124628","C","S"
"124629","R",""
"124630","C",""
"124631","E",""
"124632","E",""
"124634","R",""
"124635","R",""
"124637","E",""
"124639","E",""
"124640","C","E"
"124641","R",""
"124642","R",""
"124643","C","R"
"124644","C",""
"124645","C","R"
"124646","C",""
"124647","C",""
"124648","C",""
"124649","A",""
"124651","C",""
"124652","C",""
"124654","C",""
"124655","E","S"
"124657","C","R"
"124658","R",""
"124659","R",""
"124660","R","C"
"124661","R",""
"124663","C",""
"124664","E",""
"124666","C",""
"124667","C",""
"124669","E",""
"124670","E",""
"124671","A","C"
"124672","R","A"
"124673","R","I"
"124674","C",""
"124675","C",""
"124676","S","C"
"124677","S","C"
"124678","S","C"
"124680","C",""
"124681","C",""
"124682","C","E"
"124687","C","I"
"124688","C",""
"124689","A","R"
"124690","C","I"
"124691","I","A"
"124693","C","E"
"124694","C","E"
"124695","E","I"
"124698","I","E"
"124699","A",""
"124700","R","A"
"124701","C",""
"124706","A",""
"124707","R","C"
"124708","C",""
"124709","A","E"
"124711","A","S"
"124712","C","E"
"124716","C","S"
"124717","E","S"
"124718","E","S"
"124719","C","E"
"124723","A",""
"124724","A","E"
"124725","A","E"
"124726","A",""
"124727","A","S"
"124728","A","R"
"124729","A",""
"124730","A",""
"124731","A",""
"124733","A",""
"124734","A",""
"124735","A",""
"124736","A",""
"124737","A","S"
"124739","R",""
"124751","A","E"
"124752","A","E"
"124762","C",""
"124763","C",""
"124764","C",""
"124766","C",""
"124767","C",""
"124768","C",""
"124769","C",""
"124770","C",""
"124771","C",""
"124772","C","I"
"124773","C","I"
"124776","C",""
"124777","E","C"
"124778","E","C"
"124779","E",""
"124780","E","C"
"124781","C",""
"124782","C",""
"124783","E",""
"124784","E",""
"124786","C",""
"124787","C",""
"124788","C",""
"124789","E","C"
"124791","I","C"
"124792","C","R"
"124793","C","R"
"124794","C","R"
"124795","C","R"
"124796","E","R"
"124797","C",""
"124798","S","R"
"124799","E","C"
"124800","C",""
"124801","I","C"
"124802","S","C"
"124803","C","E"
"124804","R","I"
"124805","R",""
"124806","C","R"
"124807","R",""
"124808","C","R"
"124811","C","R"
"124812","R",""
"124813","I","R"
"124814","R","I"
"124815","R",""
"124817","E",""
"124818","E","S"
"124819","C",""
"124820","C",""
"124821","C",""
"124822","E","R"
"124823","E","R"
"124825","C","R"
"124826","R","C"
"124829","C","R"
"124834","A","E"
"124835","I","E"
"124841","R","C"
"124842","R","I"
"124843","R","I"
"124844","C","S"
"124845","S","E"
"124846","S",""
"124847","C","S"
"124848","E","S"
"124849","R",""
"124850","R",""
"124851","C",""
"124852","C","S"
"124853","C","S"
"124854","C","S"
"124857","C",""
"124858","C",""
"124859","C",""
"124860","C",""
"124861","C",""
"124862","S","E"
"124863","S","E"
"124866","C",""
"124867","R",""
"124868","E","R"
"124870","C",""
"124872","C","E"
"124873","E","S"
"124874","I","R"
"124875","I","R"
"124879","R",""
"124880","R",""
"124881","R",""
"124882","E","I"
"124884","R",""
"124888","R",""
"124894","E","R"
"124896","R",""
"124897","R",""
"124898","R","S"
"124899","R",""
"124900","R",""
"124902","R",""
"124903","R",""
"124905","C",""
"124906","E","S"
"124910","R","I"
"124912","R",""
"124916","S","I"
"124917","R",""
"124918","I","S"
"124919","R",""
"124921","R",""
"124928","R",""
"124933","R",""
"124934","R",""
"124935","R",""
"124937","R","C"
"124943","R",""
"124945","R",""
"124947","R",""
"124948","R",""
"124950","R",""
"124951","R",""
"124952","R",""
"124954","R",""
"124958","R",""
"124959","R",""
"124960","R",""
"124961","R",""
"124962","R",""
"124963","R",""
"124965","R",""
"124966","R",""
"124967","C","I"
"124968","C","I"
"124970","C",""
"124971","C",""
"124972","C",""
"124977","R","C"
"124978","R","C"
"124979","R","C"
"124980","R",""
"124982","C",""
"124983","R",""
"124984","R",""
"124985","R",""
"124987","R","A"
"124988","R",""
"124990","R","A"
"124991","R","C"
"124992","I","A"
"124993","I","A"
"124995","R","A"
"124996","R","A"
"124997","R","A"
"124998","R","A"
"124999","R","A"
"125000","R",""
"125002","R",""
"125003","R",""
"125004","R",""
"125005","R",""
"125006","R",""
"125007","R",""
"125008","I","A"
"125009","A",""
"125010","A",""
"125012","R",""
"125013","R","A"
"125014","R","A"
"125015","R","A"
"125016","R",""
"125017","A","R"
"125018","A","R"
"125021","R","A"
"125022","R","A"
"125023","R","C"
"125024","R","C"
"125026","R","A"
"125027","R",""
"125028","A",""
"125029","R",""
"125030","R",""
"125031","R",""
"125032","R",""
"125033","R",""
"125035","R","C"
"125036","R","C"
"125041","C",""
"125042","R","C"
"125044","R",""
"125045","R","S"
"125056","R",""
"125062","R",""
"125063","R",""
"125065","R",""
"125066","R",""
"125067","R","A"
"125068","R","A"
"125069","R",""
"125070","R","A"
"125071","R","A"
"125072","R","A"
"125073","R","A"
"125074","R","A"
"125076","A",""
"125078","A",""
"125079","A",""
"125080","A",""
"125082","A","C"
"125083","A","E"
"125084","R","A"
"125085","R",""
"125086","E",""
"125087","A",""
"125088","A",""
"125089","A",""
"125090","A","R"
"125091","R","I"
"125092","I","R"
"125093","R","I"
"125095","A","R"
"125098","C",""
"125099","R",""
"125102","R",""
"125103","R",""
"125105","C",""
"125106","R",""
"125107","C","R"
"125108","R",""
"125109","R",""
"125110","R","A"
"125111","R","A"
"125113","R",""
"125114","R",""
"125116","C",""
"125118","C",""
"125120","R",""
"125144","R",""
"125146","R","I"
"125147","R",""
"125148","A","E"
"125155","R",""
"125156","R",""
"125158","R",""
"125159","A","E"
"125161","E","C"
"125165","E","I"
"125166","E","I"
"125167","R",""
"125168","R",""
"125169","R",""
"125173","R",""
"125175","R",""
"125176","R",""
"125181","R",""
"125189","I","R"
"125191","R","A"
"125192","C","I"
"125193","C","I"
"125194","I","R"
"125195","R",""
"125196","R",""
"125197","R","C"
"125198","I","R"
"125199","I","R"
"125200","R",""
"125201","I","R"
"125202","I","R"
"125204","A","E"
"125207","A","E"
"125209","R","A"
"125211","R","A"
"125212","R","A"
"125213","R","A"
"125214","A","E"
"125215","A","E"
"125216","A","S"
"125217","A",""
"125218","A","S"
"125219","A",""
"125220","A","E"
"125221","A","I"
"125222","A",""
"125223","A",""
"125224","E",""
"125225","A",""
"125226","A",""
"125227","A",""
"125228","A",""
"125230","A",""
"125231","A","R"
"125232","R","A"
"125233","R","A"
